date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:12:03	1491/1491	------	404	error ('Not%20Found')	text/html	date:Sat,%2002%20Aug%202025%2013:00:04%20GMT	https://ecom-html.vercel.app/robots.txt		(from )
20:12:03	205434/205434	------	200	untouched ('OK')	text/html	etag:W/%22abafe36fd8e0e29386d359dc4528af45%22	https://ecom-html.vercel.app/demo/index.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/index.html	(from )
20:12:03	6901/6901	------	200	untouched ('OK')	image/svg+xml	etag:W/%22dc5357d2a9573109b1e2133e03a6043d%22	https://ecom-html.vercel.app/demo/assets/imgs/template/favicon.svg	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/assets/imgs/template/favicon.svg	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	204353/204353	------	200	untouched ('OK')	text/css	etag:W/%22de426b0cc6c94148f5d2e5c5670b46bb%22	https://ecom-html.vercel.app/demo/assets/css/style.css?v=3.0.0	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/assets/css/style2513.css	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	60187/60187	------	200	untouched ('OK')	text/html	etag:W/%2258641be1ecba99767f2306d0fabcb0ee%22	https://ecom-html.vercel.app/demo/page-about-us.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/page-about-us.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	54008/54008	------	200	untouched ('OK')	text/html	etag:W/%22e18032dcb802377ed2820ad3b9ae1ebb%22	https://ecom-html.vercel.app/demo/page-careers.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/page-careers.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	47751/47751	------	200	untouched ('OK')	text/html	etag:W/%2299ecd4ca5343abe2bc5954a23f4aadbc%22	https://ecom-html.vercel.app/demo/page-register.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/page-register.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	16159/16159	------	200	untouched ('OK')	image/svg+xml	etag:W/%229f077b5b10684e7b63b9cfd02c323dac%22	https://ecom-html.vercel.app/demo/assets/imgs/template/en.svg	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/assets/imgs/template/en.svg	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	1855/1855	------	200	untouched ('OK')	image/svg+xml	etag:W/%22d877f17b5518950ebb7f1e83cff94588%22	https://ecom-html.vercel.app/demo/assets/imgs/template/flag-en.svg	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/assets/imgs/template/flag-en.svg	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	694/694	------	200	untouched ('OK')	image/svg+xml	etag:%22bf5d52652ae7a4d92eface4ef2a34ca0%22	https://ecom-html.vercel.app/demo/assets/imgs/template/flag-fr.svg	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/assets/imgs/template/flag-fr.svg	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	6652/6652	------	200	untouched ('OK')	image/svg+xml	etag:W/%222100c9c8fea063f3e780f9540b44aa2e%22	https://ecom-html.vercel.app/demo/assets/imgs/template/flag-es.svg	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/assets/imgs/template/flag-es.svg	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	3845/3845	------	200	untouched ('OK')	image/svg+xml	etag:W/%22b9b45a4681dce7c66a20f31aec2078bf%22	https://ecom-html.vercel.app/demo/assets/imgs/template/flag-pt.svg	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/assets/imgs/template/flag-pt.svg	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	2737/2737	------	200	untouched ('OK')	image/svg+xml	etag:W/%228ad32d70dfca70e46a5fe58bcffc8cdf%22	https://ecom-html.vercel.app/demo/assets/imgs/template/flag-cn.svg	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/assets/imgs/template/flag-cn.svg	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	14535/14535	------	200	untouched ('OK')	image/svg+xml	etag:W/%22580f9f51a2ed553137550adcc4befe37%22	https://ecom-html.vercel.app/demo/assets/imgs/template/logo.svg	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/assets/imgs/template/logo.svg	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	311750/311750	------	200	untouched ('OK')	text/html	etag:W/%221efbcdf3756509a0f082f377c957bf5c%22	https://ecom-html.vercel.app/demo/index-2.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/index-2.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	334633/334633	------	200	untouched ('OK')	text/html	etag:W/%223afe020fb2cb300959f2bca1a05c436a%22	https://ecom-html.vercel.app/demo/index-3.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/index-3.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	198906/198906	------	200	untouched ('OK')	text/html	etag:W/%224a93185a79578151a4f14b30041c6bb7%22	https://ecom-html.vercel.app/demo/index-4.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/index-4.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	201622/201622	------	200	untouched ('OK')	text/html	etag:W/%2226438d3d817aa67872d7eedb7e280923%22	https://ecom-html.vercel.app/demo/index-5.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/index-5.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	190426/190426	------	200	untouched ('OK')	text/html	etag:W/%220673c1786d47e9e69f0aa8bcabb3824d%22	https://ecom-html.vercel.app/demo/index-6.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/index-6.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	191102/191102	------	200	untouched ('OK')	text/html	etag:W/%22974ae8ec70552b42d0469c890a775caa%22	https://ecom-html.vercel.app/demo/index-7.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/index-7.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	130993/130993	------	200	untouched ('OK')	text/html	etag:W/%2282d1a0fad307c5792426d4bc02165d25%22	https://ecom-html.vercel.app/demo/index-8.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/index-8.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	154683/154683	------	200	untouched ('OK')	text/html	etag:W/%22c7da260081c16fb2cda6f09bd265252d%22	https://ecom-html.vercel.app/demo/index-9.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/index-9.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	171921/171921	------	200	untouched ('OK')	text/html	etag:W/%223cd00556f560c8866c8df2b29ef573a3%22	https://ecom-html.vercel.app/demo/index-10.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/index-10.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	160727/160727	------	200	untouched ('OK')	text/html	etag:W/%22916f140ac0835d08f3e303369fb3af86%22	https://ecom-html.vercel.app/demo/shop-grid.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/shop-grid.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	166364/166364	------	200	untouched ('OK')	text/html	etag:W/%229a66140c18ac0755d3be706d2c5afa6c%22	https://ecom-html.vercel.app/demo/shop-grid-2.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/shop-grid-2.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	126452/126452	------	200	untouched ('OK')	text/html	etag:W/%228ae13f282c46efa1aeecc4f1feecaad0%22	https://ecom-html.vercel.app/demo/shop-list.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/shop-list.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	126522/126522	------	200	untouched ('OK')	text/html	etag:W/%2290488e5125c281a8a73209858a8c93b0%22	https://ecom-html.vercel.app/demo/shop-list-2.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/shop-list-2.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	158610/158610	------	200	untouched ('OK')	text/html	etag:W/%22be908534c12e762b22d68357a750ef4f%22	https://ecom-html.vercel.app/demo/shop-fullwidth.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/shop-fullwidth.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	130733/130733	------	200	untouched ('OK')	text/html	etag:W/%22dcd789e1e0033f49797b2ded2d2afb82%22	https://ecom-html.vercel.app/demo/shop-single-product.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/shop-single-product.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	131042/131042	------	200	untouched ('OK')	text/html	etag:W/%22dd4cc51e1f1ad328f81c3f9ad5298e06%22	https://ecom-html.vercel.app/demo/shop-single-product-2.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/shop-single-product-2.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	133532/133532	------	200	untouched ('OK')	text/html	etag:W/%2238026ef43c3f026967c87ea7323d07ee%22	https://ecom-html.vercel.app/demo/shop-single-product-3.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/shop-single-product-3.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	126754/126754	------	200	untouched ('OK')	text/html	etag:W/%2253756902a521996c3e53921b12605d70%22	https://ecom-html.vercel.app/demo/shop-single-product-4.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/shop-single-product-4.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	92852/92852	------	200	untouched ('OK')	text/html	etag:W/%226651690746de7cc2a01897a1cf919eec%22	https://ecom-html.vercel.app/demo/shop-cart.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/shop-cart.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	69267/69267	------	200	untouched ('OK')	text/html	etag:W/%2231d89ab3fbd66ed5bd402e91e8e63e91%22	https://ecom-html.vercel.app/demo/shop-checkout.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/shop-checkout.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	87699/87699	------	200	untouched ('OK')	text/html	etag:W/%22fee8be5d4193d3791dab34c576235b4a%22	https://ecom-html.vercel.app/demo/shop-compare.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/shop-compare.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	94075/94075	------	200	untouched ('OK')	text/html	etag:W/%2218d6a58be530e8090333e3322c019db7%22	https://ecom-html.vercel.app/demo/shop-wishlist.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/shop-wishlist.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	100185/100185	------	200	untouched ('OK')	text/html	etag:W/%2233345f483d3b4f9bdb11bb45d33813c0%22	https://ecom-html.vercel.app/demo/shop-vendor-list.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/shop-vendor-list.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	115576/115576	------	200	untouched ('OK')	text/html	etag:W/%22a836ab2431dc47476bcb3fb2a57a3e8d%22	https://ecom-html.vercel.app/demo/shop-vendor-single.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/shop-vendor-single.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	53907/53907	------	200	untouched ('OK')	text/html	etag:W/%22d54fc5368591175587227432f1b86960%22	https://ecom-html.vercel.app/demo/page-contact.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/page-contact.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	74925/74925	------	200	untouched ('OK')	text/html	etag:W/%22d6ce2b8e07ff63f837809f98eda449d2%22	https://ecom-html.vercel.app/demo/page-term.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/page-term.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	46542/46542	------	200	untouched ('OK')	text/html	etag:W/%225192da2311d542e0d0e29e6d490f9a75%22	https://ecom-html.vercel.app/demo/page-login.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/page-login.html	(from https://ecom-html.vercel.app/demo/index.html)
20:12:03	45169/45169	------	200	untouched ('OK')	text/html	etag:W/%22fdec1297efbdd94ce0dad275eeffa278%22	https://ecom-html.vercel.app/demo/page-404.html	D:/xampp/htdocs/Temp7/ecom-html.vercel.app/demo/page-404.html	(from https://ecom-html.vercel.app/demo/index.html)
